;meta[language=de]
; id      |key(hex)|key(str)| text
;
; comment lines use ; as first character
; all comment lines (except the two line header) will be ignored
;
1073416|00000000||Halte <<LockAndGuard>> gedrückt, um Angriffe zu parieren.<br><br>Nicht alle Angriffe können pariert werden. Wenn du jedoch versuchst, einen solchen Angriff zu parieren, wirst du eine <font color="#CD7D03">partielle Parade</font> ausführen.<br><br><font color="#CD7D03">Partielle Paraden</font> verhindern "Bluten" und vermindern teilweise den erlittenen Schaden, jedoch beginnt Geralt zu taumeln.<br><br>Wenn du nicht genügend Ausdauer hast um einen Angriff zu parieren, wird die Parade als partiell gewertet, unabhängig davon, ob der Angriff in seiner ursprünglichen Form, zur Gänze hätte pariert werden können.
1073418|00000000||Drücke <<LockAndGuard>> unmittelbar bevor dein Gegner dich trifft, um einen Konterangriff auszuführen.<br><br>Nicht alle Angriffe können gekontert werden. Wenn du jedoch versuchst, einen solchen Angriff zu kontern, wirst du einen <font color="#CD7D03">partiellen Konter</font> ausführen.<br><br><font color="#CD7D03">Partielle Konter</font> reduzieren den erlittenen Schaden nur teilweise und beugen negativen Statuseffekten wie "Bluten" nicht vor.
1075370|00000000||Um einen schnellen Angriff auszuführen, drücke die <font color="#CD7D03">linke Maustaste</font>.<br><br>Schnelle Angriffe erlauben es dir, viel Schaden in einer relativ kurzen Zeitspanne zu verursachen. Sie sind jedoch nicht geeignet, um Rüstungen zu durchdringen.
1075376|00000000||Um einen starken Angriff auszuführen, halte [<font color="#CD7D03">Umschalten links</font>] gedrückt und drücke die <font color="#CD7D03">linke Maustaste</font>.<br><br>Starke Angriffe sind um ein Vielfaches langsamer als schnelle Angriffe, verursachen aber mehr Schaden und sind gut geeignet, um Rüstungen zu durchdringen.<br><br>Schwache Gegner können starke Angriffe zudem nicht parieren.
1075378|00000000||Um Auszuweichen, wähle die Richtung in welche du ausweichen möchtest mit <<GI_AxisLeft>> und drücke <<Dodge>>.<br><br>Damit das Ausweichmanöver - ohne Schaden zu nehmen - gelingt, muss das Timing stimmen und die Richtung, in welche ausgewichen werden soll, sorgfältig gewählt werden: Ausweichen in Richtung des Gegners ist gefährlich und wird dir Schaden zufügen.<br><br>Nicht allen Angriffen kann man durch ein Ausweichmanöver entkommen.
1075445|00000000||Um eine Bombe zu werfen, drücke <<ThrowItem>>.<br><br>Um genauer zu zielen, halte <<ThrowItem>> gedrückt. Lass <<ThrowItem>> daraufhin los, um die Bombe zu werfen.<br><br>Nicht gezielte Würfe können schneller ausgeführt werden, verursachen jedoch 50% weniger Schaden.
1075722|00000000||Um ein Zeichen zu wirken, drücke <<CastSign>>.<br><br>Das Wirken von Zeichen verbraucht Ausdauer. Es gibt eine "Cooldown" Phase für das Wirken sämtlicher Zeichen. Erst nach deren Ablauf, kannst du das gleiche Zeichen erneut wirken.
1075726|00000000||Drücke <<ThrowItem>> um einen "losen" Bolzen von deiner Armbrust abzufeuern.<br><br>Du kannst auch genauer zielen, indem du <<ThrowItem>> zum Zielen gedrückt hältst und dann <<ThrowItem>> loslässt.<br><br>Nicht gezielte Armbrustschüsse können schneller abgefeuert werden, verursachen jedoch 50% weniger Schaden.<br><br>Im Inventar kannst du wählen, welche Bolzen du in Kombination mit deiner Armbrust verwenden möchtest. Manche Bolzen besitzen zudem spezielle Fähigkeiten.
