;meta[language=es]
; id      |key(hex)|key(str)| text
;
; comment lines use ; as first character
; all comment lines (except the two line header) will be ignored
;
1073416|00000000||Mantén presionado <<LockAndGuard>> para bloquear ataques. <br><br>No todos los ataques pueden ser bloqueados. Si intentas bloquear tales ataques, obtendrás un <font color="#CD7D03">bloqueo parcial</font>. Los bloqueos parciales previenen las hemorragias y reducen parcialmente el daño recibido, pero serás desequilibrado. <br><br>Si no tienes suficiente vigor para detener un ataque, el bloqueo se considera parcial sin importar si el ataque puede ser detenido o no.
1073418|00000000||Presiona <<LockAndGuard>> justo antes de que tu oponente lance un golpe para realizar un contrataque.<br><br>No todos los golpes pueden ser contratacados. Si intentas contratacar dichos golpes, solo realizarás un <font color="#CD7D03">contrataque parcial</font>. Los contrataques parciales reducen el daño recibido solo un poco y no evitan los efectos negativos tales como hemorragias.
1075370|00000000||Para realizar un ataque rápido, presiona <<AttackLight>>.<br><br>Los ataques rápidos te permiten causar mucho daño en un corto periodo de tiempo, pero son ineficaces para penetrar armaduras.
1075376|00000000||Para realizar un ataque potente, presiona <<AttackHeavy>>.<br><br>Los ataques potentes son más lentos que los ataques rápidos, pero causan más daño y tienen una mayor penetración de la armadura<br><br>Los enemigos débiles no son capaces de bloquear los ataques potentes.
1075378|00000000||Para esquivar, elige la dirección en la que deseas hacerlo con <<GI_AxisLeft>> y presiona <<Dodge>>.<br><br>Para que el movimiento sea exitoso, necesitas sincronizarlo correctamente y elegir una dirección adecuada: hacerlo en dirección a tu oponente es peligroso y puedes recibir daños.<br><br>No todos los ataques se pueden esquivar.
1075445|00000000||Para lanzar una bomba, presiona <<ThrowItem>>.<br><br>Para apuntar en lugar de lanzarla, mantén <<ThrowItem>> y apunta. Luego suelta <<ThrowItem>> para lanzar la bomba.<br><br>Lanzar bombas sin apuntar es más rápido, pero el daño que causan es 50% menor.
1075722|00000000||Para lanzar una señal, presiona <<CastSign>>.<br><br>El uso de señales consume vigor. Debes esperar cierto tiempo de recuperación para volver a lanzar la misma señal.
1075726|00000000||Presiona <<ThrowItem>> para disparar un virote con tu ballesta.<br><br>Puedes disparar con precisión manteniendo <<ThrowItem>> para apuntar y luego soltando <<ThrowItem>>.<br><br>Los disparos sin apuntar son más rápidos, pero el daño que causan es 50% menor.<br><br>En el menú del inventario puedes escoger qué tipo de virote usar. Algunos tipos de virote tienen propiedades especiales.
1075756|00000000||Las acciones de combate requieren vigor para ser realizadas. Si tu nivel de vigor es insuficiente, no podrás llevar acabo dichas acciones.<br><br>La cantidad de vigor consumido varía con cada acción.<br><br>El vigor se regenera automáticamente. Si te quedas sin vigor para realizar una acción, espera un poco para recuperarte.<br><br>En el juego existen varias maneras para aumentar la velocidad de regeneración del vigor: habilidades, pociones, trofeos, etc.
1076122|00000000||Usa las <font color="#CD7D03">piedras de afilar</font><<ICO_RepairWeapons>> para mejorar temporalmente tus armas.<br><br>Usa las <font color="#CD7D03">mesas de armero</font><<ICO_RepairArmor>> para mejorar temporalmente tu armadura.<br><br>Los objetos mejorados reciben una <font color="#CD7D03">bonificación a sus habilidades de defensa o ataque</font>. Estas bonificaciones desaparecen con el tiempo, pero puedes renovarlas usando de nuevo las piedras de afilar o mesas de armero.
1076394|00000000||Para esquivar, elige la dirección en la que deseas hacerlo con <<GI_AxisLeftY>> <<GI_AxisLeftY,1>> <<GI_AxisLeftX,1>> o <<GI_AxisLeftX>> y presiona <<Dodge>>.<br><br>Para que el movimiento sea exitoso, necesitas sincronizarlo correctamente y elegir una dirección adecuada: hacerlo en dirección a tu oponente es peligroso y puedes recibir daños.<br><br>No todos los ataques se pueden esquivar.
1076733|00000000||Cuando te enfrentas a enemigos altamente acorazados o armados con potentes mandíbulas, una hoja de espada normal podría no ser suficiente. En tales casos, los brujos aplican aceites a sus espadas para inclinar la balanza a su favor.<br><br>Aplicar un aceite a la espada aumenta su efectividad en el combate contra cierto tipo de enemigos.<br><br>Los aceites que afectan a los monstruos que son vulnerables a la plata deben ser aplicados a la espada de plata. Otros aceites solo deben ser aplicados a la espada de acero. <br><br>Para aplicar aceites usa el panel <font color="#CD7D03">Inventario</font>.<br><br><br>Cada golpe que lances desprenderá un poco el aceite de la hoja, disminuyendo sus bonificaciones. Una vez que el aceite se desprenda por completo, ya no tendrá ningún efecto sobre la espada.
1086362|00000000||El daño que causas a los enemigos genera adrenalina.<br><br>Algunas de las habilidades que puedes adquirir te permiten utilizar los puntos de adrenalina para mejorar sus efectos.<br><br>Los puntos de adrenalina disminuyen lentamente cuando no te encuentres en combate.
1086915|00000000||Para rodar fuera del alcance de un golpe, elige una dirección usando <<GI_AxisLeft>> y presiona <<CbtRoll>>.<br><br>Rodar te permite esquivar las flechas y evita que te desequilibren o derriben.
1086917|00000000||Para rodar fuera del alcance de un golpe, elige una dirección usando <<GI_AxisLeftY>> <<GI_AxisLeftY,1>> <<GI_AxisLeftX,1>> o <<GI_AxisLeftX>> y presiona <<CbtRoll>>. <br><br>Rodar te permite esquivar las flechas y evita que te desequilibren o derriben.
1188182|00000000||Usar equipo para brujos te otorga bonificaciones especiales. <br><br><br>Estas dependen del número de piezas equipadas de un mismo conjunto. <br><br>Hay dos niveles de bonificación: el primero está disponible para todos los conjuntos y el segundo sólo está disponible para los de mayor calidad. <br><br>Equipa las piezas de un mismo conjunto para activar y mejorar sus bonificaciones.
